time,open,high,low,close,volume
1473739200,4763.25,4764.75,4699.25,4727.75,142822
1473825600,4732.75,4771.0,4724.0,4732.5,77624
1473912000,4734.0,4826.75,4720.5,4817.75,61726
1473998400,4813.25,4828.75,4799.0,4817.0,285889
1474257600,4814.75,4841.75,4782.5,4794.25,235031
1474344000,4796.75,4820.5,4790.0,4798.5,195027
1474430400,4800.0,4854.5,4788.5,4850.0,291231
1474516800,4849.0,4892.25,4842.75,4886.25,196512
1474603200,4887.25,4889.75,4848.25,4856.5,197323
1474862400,4852.0,4859.5,4807.5,4815.0,209587
1474948800,4813.75,4864.5,4800.75,4860.75,227156
1475035200,4857.5,4873.25,4844.75,4868.25,208679
1475121600,4866.75,4876.5,4812.5,4844.25,306337
1475208000,4839.25,4885.5,4811.75,4870.25,248154
1475467200,4867.25,4879.5,4842.75,4865.75,177125
1475553600,4866.75,4888.0,4836.25,4857.5,276978
1475640000,4856.5,4888.5,4849.25,4873.5,182962
1475726400,4874.0,4881.0,4845.5,4872.0,187196
1475812800,4870.25,4883.75,4834.75,4859.0,281205
1476158400,4892.0,4897.25,4798.0,4827.0,316603
1476244800,4822.25,4842.0,4800.25,4813.5,234222
1476331200,4804.75,4813.0,4754.5,4796.0,297938
1476417600,4796.0,4841.0,4786.25,4804.25,237878
1476676800,4803.5,4810.5,4781.0,4803.25,179668
1476763200,4802.25,4856.75,4799.75,4827.0,205551
1476849600,4823.75,4840.25,4811.0,4830.25,148339
1476936000,4828.25,4847.25,4798.75,4843.75,248117
1477022400,4844.25,4849.0,4814.75,4843.25,188661
1477281600,4847.25,4908.75,4842.75,4902.75,182257
1477368000,4906.25,4919.5,4873.5,4886.0,184984
1477454400,4874.0,4881.75,4839.5,4853.75,234117
1477540800,4852.0,4880.25,4804.25,4807.0,261342
1477627200,4818.25,4843.25,4786.5,4806.0,325145
1477886400,4795.25,4830.0,4788.25,4796.75,199169
1477972800,4802.75,4817.0,4718.75,4757.25,307806
1478059200,4754.5,4768.5,4708.25,4716.75,300313
1478145600,4700.0,4729.5,4668.25,4674.5,280599
1478232000,4671.25,4695.5,4651.25,4657.75,264048
1478494800,4709.75,4781.75,4709.75,4775.75,223773
1478581200,4777.5,4822.5,4752.75,4802.25,219987
1478667600,4807.25,4837.5,4558.5,4820.5,719499
1478754000,4817.5,4879.75,4679.25,4743.75,555100
1479099600,4753.0,4784.5,4672.75,4694.5,285041
1479186000,4692.75,4779.25,4688.0,4766.0,238486
1479272400,4765.0,4794.75,4736.25,4783.25,195711
1479358800,4781.5,4831.5,4778.0,4828.5,190166
1479445200,4828.75,4840.5,4803.0,4808.5,168797
1479704400,4813.5,4862.0,4803.25,4854.0,167542
1479790800,4858.0,4884.75,4857.0,4874.75,157465
1479877200,4877.25,4882.5,4830.25,4849.5,159650
1480050000,4850.5,4870.0,4839.5,4868.5,75485
1480309200,4864.25,4879.75,4842.75,4861.0,143185
1480395600,4861.0,4897.75,4847.5,4875.0,175916
1480482000,4872.5,4885.5,4812.5,4816.0,231494
1480568400,4819.0,4827.5,4722.75,4736.5,291375
1480654800,4735.5,4759.0,4707.25,4738.5,235325
1480914000,4719.0,4795.75,4701.5,4780.5,207428
1481000400,4780.75,4796.5,4767.75,4786.75,185123
1481086800,4788.75,4854.75,4763.5,4841.75,232690
1481173200,4844.5,4869.5,4836.0,4863.0,225777
1481259600,4861.25,4897.5,4852.5,4893.75,133170
1481518800,4899.0,4917.0,4852.5,4867.75,124198
1481605200,4867.0,4962.0,4861.5,4937.75,131855
1481691600,4939.5,4956.5,4910.25,4931.75,74019
1481778000,4928.5,4960.75,4917.5,4934.5,48306
1481864400,4938.0,4948.25,4930.25,4943.5,185358
1482123600,4915.75,4966.25,4912.5,4938.75,146138
1482210000,4939.5,4963.25,4938.5,4956.0,109979
1482296400,4956.0,4960.0,4939.25,4949.5,90653
1482382800,4948.0,4953.0,4917.0,4936.5,110522
